,cell line,test,material,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,source,CID,Canonical_smiles,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,chi0n,chi1n,chi2n,chi3n,chi4n,hallKierAlpha,kappa1,kappa2,kappa3,Phi,organism,cell type,morphology,tissue,disease,BSL
999,HUVEC,CCK-8,SiO2,24,0.6,86.849,18.0,-90.55,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,endothelial,umbilical,Normal,1
1000,HUVEC,CCK-8,SiO2,24,1.2,85.484,18.0,-23.1,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,endothelial,umbilical,Normal,1
1001,HUVEC,CCK-8,SiO2,24,2.5,70.72,18.0,71.7,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,endothelial,umbilical,Normal,1
1002,HUVEC,CCK-8,SiO2,24,5.0,54.094,18.0,71.7,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,endothelial,umbilical,Normal,1
1003,HUVEC,CCK-8,SiO2,24,0.3,67.99,215.0,46.65,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,endothelial,umbilical,Normal,1
1004,HUVEC,CCK-8,SiO2,24,0.6,16.377,215.0,57.25,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,endothelial,umbilical,Normal,1
1005,HUVEC,CCK-8,SiO2,24,1.2,16.377,215.0,57.25,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,endothelial,umbilical,Normal,1
1006,HUVEC,CCK-8,SiO2,24,2.5,14.764,215.0,57.25,7.407407407,2.926666667,-1.2,1.1,original,24261,O=[Si]=O,16,60.084,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40222479242814,34.14,-0.6184000000000001,7.126999999999999,2.3164965809277263,1.2247448713915892,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,-0.1831168831168831,2.8168831168831163,1.8168831168831163,1.8168831168831188,1.705982459099341,Human,Human,endothelial,umbilical,Normal,1
1007,HUVEC,CCK-8,TiO2,24,5.0,13.896,215.0,57.25,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1008,HUVEC,CCK-8,TiO2,24,0.3,94.541,6.3,25.75,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1009,HUVEC,CCK-8,TiO2,24,0.6,89.578,6.3,-67.75,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1010,HUVEC,CCK-8,TiO2,24,1.2,89.826,6.3,-67.75,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1011,HUVEC,CCK-8,TiO2,24,2.5,88.834,6.3,-67.75,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1012,HUVEC,CCK-8,TiO2,24,5.0,86.104,6.3,-12.75,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1013,HUVEC,CCK-8,TiO2,24,0.3,101.63,18.0,-8.75,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1014,HUVEC,CCK-8,TiO2,24,0.6,98.37,18.0,-8.1,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1015,HUVEC,CCK-8,TiO2,24,1.2,98.37,18.0,-8.1,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1016,HUVEC,CCK-8,TiO2,24,2.5,87.092,18.0,-90.55,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1017,HUVEC,CCK-8,TiO2,24,5.0,79.348,18.0,24.3,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1018,HUVEC,CCK-8,TiO2,24,0.3,97.011,215.0,39.1,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1019,HUVEC,CCK-8,TiO2,24,0.6,82.337,215.0,14.05,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1020,HUVEC,CCK-8,TiO2,24,1.2,66.168,215.0,46.65,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1021,HUVEC,CCK-8,TiO2,24,2.5,26.223,215.0,17.7,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1022,HUVEC,CCK-8,TiO2,24,5.0,17.12,215.0,57.25,5.369127517,2.806666667,-0.93,1.4,original,26042,O=[Ti]=O,16,79.865,2.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.406113307128383,34.14,-0.2401,1.373,2.8780493937365565,1.683250823060347,0.0,0.0,0.0,1.3164965809277265,0.4082482904638631,0.0,0.0,0.0,0.3142857142857144,3.314285714285715,2.314285714285715,2.3142857142857154,2.5567346938775524,Human,Human,endothelial,umbilical,Normal,1
1023,HUVEC,CCK-8,Fe3O4,24,5.0,103.26,6.3,71.23,2.93255132,2.75,-0.239,1.4,original,16211978,O=[Fe].O=[Fe]O[Fe]=O,48,231.531,4.0,0.0,2.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.75500815232343,60.440000000000005,-0.4323,3.1445000000000003,6.006207082989427,2.9755951785595207,0.7083333333333334,0.7083333333333334,0.1445879362059515,2.693653333635273,0.7216878364870323,0.0416666666666666,0.0416666666666666,0.0085051727179971,0.9184415584415582,10.820355811450035,15.783243473921974,19.64994347828649,24.39718717808321,Human,Human,endothelial,umbilical,Normal,1
1024,HUVEC,CCK-8,Fe3O4,4,5.0,124.78,28.2,35.9,2.93255132,2.75,-0.239,1.4,original,16211978,O=[Fe].O=[Fe]O[Fe]=O,48,231.531,4.0,0.0,2.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.75500815232343,60.440000000000005,-0.4323,3.1445000000000003,6.006207082989427,2.9755951785595207,0.7083333333333334,0.7083333333333334,0.1445879362059515,2.693653333635273,0.7216878364870323,0.0416666666666666,0.0416666666666666,0.0085051727179971,0.9184415584415582,10.820355811450035,15.783243473921974,19.64994347828649,24.39718717808321,Human,Human,endothelial,umbilical,Normal,1
1025,HUVEC,CCK-8,Fe3O4,4,10.0,128.04,28.2,35.9,2.93255132,2.75,-0.239,1.4,original,16211978,O=[Fe].O=[Fe]O[Fe]=O,48,231.531,4.0,0.0,2.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.75500815232343,60.440000000000005,-0.4323,3.1445000000000003,6.006207082989427,2.9755951785595207,0.7083333333333334,0.7083333333333334,0.1445879362059515,2.693653333635273,0.7216878364870323,0.0416666666666666,0.0416666666666666,0.0085051727179971,0.9184415584415582,10.820355811450035,15.783243473921974,19.64994347828649,24.39718717808321,Human,Human,endothelial,umbilical,Normal,1
1026,HUVEC,CCK-8,Fe3O4,4,20.0,126.3,28.2,35.9,2.93255132,2.75,-0.239,1.4,original,16211978,O=[Fe].O=[Fe]O[Fe]=O,48,231.531,4.0,0.0,2.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.75500815232343,60.440000000000005,-0.4323,3.1445000000000003,6.006207082989427,2.9755951785595207,0.7083333333333334,0.7083333333333334,0.1445879362059515,2.693653333635273,0.7216878364870323,0.0416666666666666,0.0416666666666666,0.0085051727179971,0.9184415584415582,10.820355811450035,15.783243473921974,19.64994347828649,24.39718717808321,Human,Human,endothelial,umbilical,Normal,1
1027,HUVEC,CCK-8,Fe3O4,4,40.0,101.09,28.2,35.9,2.93255132,2.75,-0.239,1.4,original,16211978,O=[Fe].O=[Fe]O[Fe]=O,48,231.531,4.0,0.0,2.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.75500815232343,60.440000000000005,-0.4323,3.1445000000000003,6.006207082989427,2.9755951785595207,0.7083333333333334,0.7083333333333334,0.1445879362059515,2.693653333635273,0.7216878364870323,0.0416666666666666,0.0416666666666666,0.0085051727179971,0.9184415584415582,10.820355811450035,15.783243473921974,19.64994347828649,24.39718717808321,Human,Human,endothelial,umbilical,Normal,1
1028,HUVEC,CCK-8,Fe3O4,24,5.0,110.22,28.2,35.9,2.93255132,2.75,-0.239,1.4,original,16211978,O=[Fe].O=[Fe]O[Fe]=O,48,231.531,4.0,0.0,2.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.75500815232343,60.440000000000005,-0.4323,3.1445000000000003,6.006207082989427,2.9755951785595207,0.7083333333333334,0.7083333333333334,0.1445879362059515,2.693653333635273,0.7216878364870323,0.0416666666666666,0.0416666666666666,0.0085051727179971,0.9184415584415582,10.820355811450035,15.783243473921974,19.64994347828649,24.39718717808321,Human,Human,endothelial,umbilical,Normal,1
1029,HUVEC,CCK-8,Fe3O4,24,10.0,98.261,28.2,35.9,2.93255132,2.75,-0.239,1.4,original,16211978,O=[Fe].O=[Fe]O[Fe]=O,48,231.531,4.0,0.0,2.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.75500815232343,60.440000000000005,-0.4323,3.1445000000000003,6.006207082989427,2.9755951785595207,0.7083333333333334,0.7083333333333334,0.1445879362059515,2.693653333635273,0.7216878364870323,0.0416666666666666,0.0416666666666666,0.0085051727179971,0.9184415584415582,10.820355811450035,15.783243473921974,19.64994347828649,24.39718717808321,Human,Human,endothelial,umbilical,Normal,1
1030,HUVEC,CCK-8,Fe3O4,24,20.0,45.217,28.2,35.9,2.93255132,2.75,-0.239,1.4,original,16211978,O=[Fe].O=[Fe]O[Fe]=O,48,231.531,4.0,0.0,2.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.75500815232343,60.440000000000005,-0.4323,3.1445000000000003,6.006207082989427,2.9755951785595207,0.7083333333333334,0.7083333333333334,0.1445879362059515,2.693653333635273,0.7216878364870323,0.0416666666666666,0.0416666666666666,0.0085051727179971,0.9184415584415582,10.820355811450035,15.783243473921974,19.64994347828649,24.39718717808321,Human,Human,endothelial,umbilical,Normal,1
1031,HUVEC,CCK-8,C,24,0.3,102.45,6.3,10.4,0.0,2.55,0.0,0.7,original,5462310,[C],4,12.011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739251027829551,0.0,0.08129,3.243,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,Human,endothelial,umbilical,Normal,1
1032,HUVEC,CCK-8,C,24,0.6,101.36,6.3,-19.95,0.0,2.55,0.0,0.7,original,5462310,[C],4,12.011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739251027829551,0.0,0.08129,3.243,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,Human,endothelial,umbilical,Normal,1
1033,HUVEC,CCK-8,C,24,1.2,103.26,6.3,10.4,0.0,2.55,0.0,0.7,original,5462310,[C],4,12.011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739251027829551,0.0,0.08129,3.243,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,Human,endothelial,umbilical,Normal,1
1034,HUVEC,CCK-8,C,24,2.5,102.99,6.3,10.4,0.0,2.55,0.0,0.7,original,5462310,[C],4,12.011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739251027829551,0.0,0.08129,3.243,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,Human,endothelial,umbilical,Normal,1
1035,HUVEC,CCK-8,C,48,250.0,22.222,29.57,-33.33,0.0,2.55,0.0,0.7,original,5462310,[C],4,12.011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739251027829551,0.0,0.08129,3.243,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,Human,endothelial,umbilical,Normal,1
1036,HUVEC,CCK-8,C,72,20.0,45.062,29.57,-33.33,0.0,2.55,0.0,0.7,original,5462310,[C],4,12.011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739251027829551,0.0,0.08129,3.243,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,Human,endothelial,umbilical,Normal,1
1037,HUVEC,CCK-8,C,72,40.0,40.741,29.57,-33.33,0.0,2.55,0.0,0.7,original,5462310,[C],4,12.011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739251027829551,0.0,0.08129,3.243,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,Human,endothelial,umbilical,Normal,1
1038,HUVEC,CCK-8,C,72,60.0,30.864,29.57,-33.33,0.0,2.55,0.0,0.7,original,5462310,[C],4,12.011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739251027829551,0.0,0.08129,3.243,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,Human,endothelial,umbilical,Normal,1
1039,HUVEC,CCK-8,C,72,80.0,27.932,29.57,-33.33,0.0,2.55,0.0,0.7,original,5462310,[C],4,12.011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739251027829551,0.0,0.08129,3.243,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,Human,endothelial,umbilical,Normal,1
1040,HUVEC,CCK-8,C,72,100.0,27.623,29.57,-33.33,0.0,2.55,0.0,0.7,original,5462310,[C],4,12.011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739251027829551,0.0,0.08129,3.243,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,Human,endothelial,umbilical,Normal,1
1041,HUVEC,CCK-8,C,72,150.0,25.463,29.57,-33.33,0.0,2.55,0.0,0.7,original,5462310,[C],4,12.011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.739251027829551,0.0,0.08129,3.243,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Human,Human,endothelial,umbilical,Normal,1
